,prop_vac,NAME,estimate,numb_biz,n_vac
2174,0,"Census Tract 666, Kings County, New York",NA,2,NA
2175,0,"Census Tract 702.02, Kings County, New York",NA,1,NA
2176,0,"Census Tract 364, Kings County, New York",22369,15,NA
2177,0.07594936709,"Census Tract 362, Kings County, New York",21890,79,6
2178,0,"Census Tract 360.01, Kings County, New York",15083,14,NA
2179,0.07142857143,"Census Tract 360.01, Kings County, New York",15083,14,1
2180,0,"Census Tract 360.02, Kings County, New York",11525,14,NA
2181,0.07142857143,"Census Tract 360.02, Kings County, New York",11525,14,1
2182,0.25,"Census Tract 352, Kings County, New York",10903,12,3
2183,0,"Census Tract 610.03, Kings County, New York",18150,11,NA
2184,0.1818181818,"Census Tract 610.03, Kings County, New York",18150,11,2
2185,0,"Census Tract 610.04, Kings County, New York",21454,31,NA
2186,0.03225806452,"Census Tract 610.04, Kings County, New York",21454,31,1
2187,0,"Census Tract 610.02, Kings County, New York",47833,1,NA
2188,1,"Census Tract 612, Kings County, New York",50066,1,1
2189,0,"Census Tract 620, Kings County, New York",51583,5,NA
2190,0.2,"Census Tract 620, Kings County, New York",51583,5,1
2191,0,"Census Tract 616, Kings County, New York",31386,1,NA
2192,0,"Census Tract 608, Kings County, New York",30476,21,NA
2193,0.04761904762,"Census Tract 608, Kings County, New York",30476,21,1
2194,0,"Census Tract 622, Kings County, New York",34975,7,NA
2195,0,"Census Tract 628, Kings County, New York",38007,27,NA
2196,0.1428571429,"Census Tract 622, Kings County, New York",34975,7,1
2197,0,"Census Tract 638, Kings County, New York",39432,2,NA
2198,0,"Census Tract 632, Kings County, New York",32309,3,NA
2199,0.1111111111,"Census Tract 628, Kings County, New York",38007,27,3
2200,0,"Census Tract 1, Queens County, New York",91000,44,NA
2201,0.1590909091,"Census Tract 1, Queens County, New York",91000,44,7
2202,0.1028037383,"Census Tract 7, Queens County, New York",71769,107,11
2203,0,"Census Tract 7, Queens County, New York",71769,107,NA
2204,0,"Census Tract 77, Queens County, New York",45625,9,NA
2205,0.2150537634,"Census Tract 19, Queens County, New York",76607,93,20
2206,0,"Census Tract 19, Queens County, New York",76607,93,NA
2207,0,"Census Tract 171, Queens County, New York",NA,33,NA
2208,0.1818181818,"Census Tract 171, Queens County, New York",NA,33,6
2209,0,"Census Tract 169, Queens County, New York",38975,5,NA
2210,0,"Census Tract 253.02, Queens County, New York",30024,20,NA
2211,0,"Census Tract 253.01, Queens County, New York",33631,31,NA
2212,0.06451612903,"Census Tract 253.01, Queens County, New York",33631,31,2
2213,0.2,"Census Tract 169, Queens County, New York",38975,5,1
2214,0,"Census Tract 235, Queens County, New York",26195,44,NA
2215,0.09090909091,"Census Tract 235, Queens County, New York",26195,44,4
2216,0,"Census Tract 183, Queens County, New York",37648,42,NA
2217,0.04761904762,"Census Tract 183, Queens County, New York",37648,42,2
2218,0,"Census Tract 181.02, Queens County, New York",39023,7,NA
2219,0,"Census Tract 185.02, Queens County, New York",36913,28,NA
2220,0.03571428571,"Census Tract 185.02, Queens County, New York",36913,28,1
2221,0,"Census Tract 185.01, Queens County, New York",39891,9,NA
2222,0.1111111111,"Census Tract 185.01, Queens County, New York",39891,9,1
2223,0.125,"Census Tract 181.01, Queens County, New York",35165,16,2
2224,0,"Census Tract 181.01, Queens County, New York",35165,16,NA
2225,0.2432432432,"Census Tract 179, Queens County, New York",31822,37,9
2226,0,"Census Tract 179, Queens County, New York",31822,37,NA
2227,0,"Census Tract 189, Queens County, New York",32281,17,NA
2228,0.1176470588,"Census Tract 189, Queens County, New York",32281,17,2
2229,0,"Census Tract 187, Queens County, New York",34227,5,NA
2230,0,"Census Tract 199, Queens County, New York",21337,58,NA
2231,0.1551724138,"Census Tract 199, Queens County, New York",21337,58,9
2232,0,"Census Tract 79, Queens County, New York",30131,20,NA
2233,0,"Census Tract 85, Queens County, New York",24375,34,NA
2234,0,"Census Tract 39, Queens County, New York",22644,20,NA
2235,0.15,"Census Tract 39, Queens County, New York",22644,20,3
2236,0,"Census Tract 47, Queens County, New York",22500,11,NA
2237,0,"Census Tract 53, Queens County, New York",34594,28,NA
2238,0,"Census Tract 51, Queens County, New York",22604,28,NA
2239,0,"Census Tract 33, Queens County, New York",38083,76,NA
2240,0.07894736842,"Census Tract 33, Queens County, New York",38083,76,6
2241,0,"Census Tract 43, Queens County, New York",19454,10,NA
2242,0.1388888889,"Census Tract 55, Queens County, New York",26250,36,5
2243,0,"Census Tract 55, Queens County, New York",26250,36,NA
2244,0,"Census Tract 31, Queens County, New York",31150,28,NA
2245,0.07142857143,"Census Tract 31, Queens County, New York",31150,28,2
2246,0.02941176471,"Census Tract 85, Queens County, New York",24375,34,1
2247,0,"Census Tract 81, Queens County, New York",36297,6,NA
2248,0,"Census Tract 87, Queens County, New York",14313,5,NA
2249,0.28,"Census Tract 83, Queens County, New York",27190,25,7
2250,0,"Census Tract 83, Queens County, New York",27190,25,NA
2251,0,"Census Tract 45, Queens County, New York",40339,10,NA
2252,0.12,"Census Tract 69, Queens County, New York",26538,50,6
2253,0,"Census Tract 71, Queens County, New York",46324,53,NA
2254,0.07547169811,"Census Tract 71, Queens County, New York",46324,53,4
2255,0.2727272727,"Census Tract 47, Queens County, New York",22500,11,3
2256,0,"Census Tract 75, Queens County, New York",47654,10,NA
2257,0,"Census Tract 73, Queens County, New York",46694,10,NA
2258,0,"Census Tract 69, Queens County, New York",26538,50,NA
2259,0.03571428571,"Census Tract 53, Queens County, New York",34594,28,1
2260,0,"Census Tract 59, Queens County, New York",41963,48,NA
2261,0.1041666667,"Census Tract 59, Queens County, New York",41963,48,5
2262,0,"Census Tract 61, Queens County, New York",42268,62,NA
2263,0,"Census Tract 63, Queens County, New York",42116,59,NA
2264,0.06779661017,"Census Tract 63, Queens County, New York",42116,59,4
2265,0,"Census Tract 57, Queens County, New York",32741,39,NA
2266,0.1025641026,"Census Tract 57, Queens County, New York",32741,39,4
2267,0,"Census Tract 65.01, Queens County, New York",41635,12,NA
2268,0.08333333333,"Census Tract 65.01, Queens County, New York",41635,12,1
2269,0,"Census Tract 65.02, Queens County, New York",47478,41,NA
2270,0.1463414634,"Census Tract 65.02, Queens County, New York",47478,41,6
2271,0,"Census Tract 143, Queens County, New York",34223,35,NA
2272,0.1714285714,"Census Tract 143, Queens County, New York",34223,35,6
2273,0.168,"Census Tract 155, Queens County, New York",41500,125,21
2274,0,"Census Tract 155, Queens County, New York",41500,125,NA
2275,0,"Census Tract 147, Queens County, New York",38950,39,NA
2276,0.1282051282,"Census Tract 147, Queens County, New York",38950,39,5
2277,0,"Census Tract 157, Queens County, New York",31418,41,NA
2278,0,"Census Tract 159, Queens County, New York",31485,19,NA
2279,0.1219512195,"Census Tract 157, Queens County, New York",31418,41,5
2280,0.05263157895,"Census Tract 159, Queens County, New York",31485,19,1
2281,0,"Census Tract 149, Queens County, New York",40254,58,NA
2282,0.1551724138,"Census Tract 149, Queens County, New York",40254,58,9
2283,0,"Census Tract 141, Queens County, New York",28891,26,NA
2284,0.07692307692,"Census Tract 141, Queens County, New York",28891,26,2
2285,0,"Census Tract 153, Queens County, New York",32037,13,NA
2286,0,"Census Tract 161, Queens County, New York",27101,22,NA
2287,0.07692307692,"Census Tract 153, Queens County, New York",32037,13,1
2288,0,"Census Tract 151, Queens County, New York",36776,13,NA
2289,0,"Census Tract 145, Queens County, New York",35613,6,NA
2290,0.09090909091,"Census Tract 161, Queens County, New York",27101,22,2
2291,0,"Census Tract 163, Queens County, New York",17301,11,NA
2292,0,"Census Tract 297, Queens County, New York",34792,45,NA
2293,0.09090909091,"Census Tract 163, Queens County, New York",17301,11,1
2294,0,"Census Tract 137, Queens County, New York",41066,20,NA
2295,0,"Census Tract 121, Queens County, New York",32168,8,NA
2296,0,"Census Tract 119, Queens County, New York",32255,21,NA
2297,0,"Census Tract 123.01, Queens County, New York",41250,27,NA
2298,0.1,"Census Tract 137, Queens County, New York",41066,20,2
2299,0.04761904762,"Census Tract 119, Queens County, New York",32255,21,1
2300,0.07407407407,"Census Tract 123.01, Queens County, New York",41250,27,2
2301,0.08333333333,"Census Tract 117, Queens County, New York",33194,24,2
2302,0,"Census Tract 117, Queens County, New York",33194,24,NA
2303,0,"Census Tract 113, Queens County, New York",42157,38,NA
2304,0,"Census Tract 107.01, Queens County, New York",NA,2,NA
2305,0.1052631579,"Census Tract 113, Queens County, New York",42157,38,4
2306,0,"Census Tract 115, Queens County, New York",43719,90,NA
2307,0.06666666667,"Census Tract 115, Queens County, New York",43719,90,6
2308,0,"Census Tract 125, Queens County, New York",32346,5,NA
2309,0,"Census Tract 111, Queens County, New York",40696,5,NA
2310,0,"Census Tract 97, Queens County, New York",51250,7,NA
2311,0,"Census Tract 101, Queens County, New York",37284,8,NA
2312,0,"Census Tract 103, Queens County, New York",40721,7,NA
2313,0,"Census Tract 95, Queens County, New York",40156,2,NA
2314,0,"Census Tract 105, Queens County, New York",25341,8,NA
2315,0.125,"Census Tract 105, Queens County, New York",25341,8,1
2316,0.5,"Census Tract 91, Queens County, New York",36294,2,1
2317,0,"Census Tract 91, Queens County, New York",36294,2,NA
2318,0,"Census Tract 317, Queens County, New York",32943,6,NA
2319,0,"Census Tract 299, Queens County, New York",NA,5,NA
2320,0.2,"Census Tract 309.04, Queens County, New York",31114,5,1
2321,0,"Census Tract 309.04, Queens County, New York",31114,5,NA
2322,0,"Census Tract 357, Queens County, New York",22289,3,NA
2323,0.3333333333,"Census Tract 357, Queens County, New York",22289,3,1
2324,0,"Census Tract 329, Queens County, New York",25935,13,NA
2325,0.2727272727,"Census Tract 347, Queens County, New York",25774,11,3
2326,0,"Census Tract 309.03, Queens County, New York",26081,30,NA
2327,0,"Census Tract 295, Queens County, New York",42317,21,NA
2328,0.04761904762,"Census Tract 295, Queens County, New York",42317,21,1
2329,0,"Census Tract 309.02, Queens County, New York",26517,13,NA
2330,0.02222222222,"Census Tract 297, Queens County, New York",34792,45,1
2331,0.1538461538,"Census Tract 309.02, Queens County, New York",26517,13,2
2332,0.03333333333,"Census Tract 309.03, Queens County, New York",26081,30,1
2333,0,"Census Tract 257, Queens County, New York",34063,19,NA
2334,0,"Census Tract 293, Queens County, New York",27317,10,NA
2335,0,"Census Tract 291, Queens County, New York",28300,28,NA
2336,0,"Census Tract 255, Queens County, New York",33804,17,NA
2337,0,"Census Tract 259, Queens County, New York",27105,36,NA
2338,0,"Census Tract 261, Queens County, New York",24989,72,NA
2339,0.05263157895,"Census Tract 257, Queens County, New York",34063,19,1
2340,0.05555555556,"Census Tract 259, Queens County, New York",27105,36,2
2341,0,"Census Tract 263, Queens County, New York",27050,36,NA
2342,0.04166666667,"Census Tract 261, Queens County, New York",24989,72,3
2343,0,"Census Tract 251, Queens County, New York",31080,30,NA
2344,0,"Census Tract 289, Queens County, New York",33185,51,NA
2345,0.1176470588,"Census Tract 289, Queens County, New York",33185,51,6
2346,0,"Census Tract 287, Queens County, New York",32768,33,NA
2347,0,"Census Tract 283, Queens County, New York",31044,94,NA
2348,0.1212121212,"Census Tract 287, Queens County, New York",32768,33,4
2349,0,"Census Tract 285, Queens County, New York",38992,18,NA
2350,0.05555555556,"Census Tract 285, Queens County, New York",38992,18,1
2351,0,"Census Tract 265, Queens County, New York",30911,35,NA
2352,0.1142857143,"Census Tract 265, Queens County, New York",30911,35,4
2353,0.03571428571,"Census Tract 291, Queens County, New York",28300,28,1
2354,0.08510638298,"Census Tract 283, Queens County, New York",31044,94,8
2355,0.05,"Census Tract 253.02, Queens County, New York",30024,20,1
2356,0,"Census Tract 249, Queens County, New York",28887,16,NA
2357,0,"Census Tract 247, Queens County, New York",29328,3,NA
2358,0,"Census Tract 483, Queens County, New York",25777,12,NA
2359,0,"Census Tract 485, Queens County, New York",26957,34,NA
2360,0,"Census Tract 347, Queens County, New York",25774,11,NA
2361,0,"Census Tract 281, Queens County, New York",32394,16,NA
2362,0,"Census Tract 361, Queens County, New York",21067,6,NA
2363,0.1666666667,"Census Tract 361, Queens County, New York",21067,6,1
2364,0,"Census Tract 367, Queens County, New York",24806,9,NA
2365,0,"Census Tract 363, Queens County, New York",22981,11,NA
2366,0.1818181818,"Census Tract 363, Queens County, New York",22981,11,2
2367,0,"Census Tract 339, Queens County, New York",33772,9,NA
2368,0,"Census Tract 351, Queens County, New York",27374,7,NA
2369,0,"Census Tract 353, Queens County, New York",18697,18,NA
2370,0,"Census Tract 327, Queens County, New York",26275,5,NA
2371,0,"Census Tract 337, Queens County, New York",24232,9,NA
2372,0.1111111111,"Census Tract 337, Queens County, New York",24232,9,1
2373,0.1666666667,"Census Tract 353, Queens County, New York",18697,18,3
2374,0.125,"Census Tract 281, Queens County, New York",32394,16,2
2375,0,"Census Tract 279, Queens County, New York",27317,22,NA
2376,0.04545454545,"Census Tract 279, Queens County, New York",27317,22,1
2377,0,"Census Tract 277, Queens County, New York",27690,46,NA
2378,0,"Census Tract 275, Queens County, New York",21768,45,NA
2379,0,"Census Tract 273, Queens County, New York",22318,82,NA
2380,0.0487804878,"Census Tract 273, Queens County, New York",22318,82,4
2381,0.0652173913,"Census Tract 277, Queens County, New York",27690,46,3
2382,0.02222222222,"Census Tract 275, Queens County, New York",21768,45,1
2383,0,"Census Tract 267, Queens County, New York",25081,48,NA
2384,0,"Census Tract 269.01, Queens County, New York",23339,61,NA
2385,0.08196721311,"Census Tract 269.01, Queens County, New York",23339,61,5
2386,0.04166666667,"Census Tract 267, Queens County, New York",25081,48,2
2387,0,"Census Tract 269.02, Queens County, New York",21021,22,NA
2388,0.09090909091,"Census Tract 269.02, Queens County, New York",21021,22,2
2389,0,"Census Tract 271, Queens County, New York",26896,26,NA
2390,0.07692307692,"Census Tract 271, Queens County, New York",26896,26,2
2391,0,"Census Tract 481, Queens County, New York",21804,9,NA
2392,0.2222222222,"Census Tract 481, Queens County, New York",21804,9,2
2393,0.05882352941,"Census Tract 485, Queens County, New York",26957,34,2
2394,0,"Census Tract 473, Queens County, New York",26775,16,NA
2395,0,"Census Tract 469, Queens County, New York",21155,10,NA
2396,0,"Census Tract 471, Queens County, New York",22302,32,NA
2397,0.0625,"Census Tract 471, Queens County, New York",22302,32,2
2398,0,"Census Tract 465, Queens County, New York",17580,44,NA
2399,0.1136363636,"Census Tract 465, Queens County, New York",17580,44,5
2400,0,"Census Tract 463, Queens County, New York",22859,13,NA
2401,0.07692307692,"Census Tract 463, Queens County, New York",22859,13,1
2402,0,"Census Tract 461, Queens County, New York",21068,22,NA
2403,0,"Census Tract 375, Queens County, New York",22342,64,NA
2404,0,"Census Tract 409, Queens County, New York",20071,15,NA
2405,0,"Census Tract 407, Queens County, New York",19288,35,NA
